symbol,base_currency,quote_currency,settlement_currency,order_size_increment,price_tick_size,min_notional,open_at,expiry_at,asset_kind,market_kind,position_limit,price_bands_width,max_slippage,max_open_orders,max_funding_rate,delta1_cross_margin_params,price_feed_id,oracle_ewma_factor,max_order_size,max_funding_rate_change,max_tob_spread,interest_rate,clamp_rate,funding_period_hours,tags,iv_bands_width,option_cross_margin_params,option_type,strike_price
MOODENG-USD-PERP,MOODENG,USD,USDC,1,0.000001,50,1730095200000,0,PERP,cross,43000000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",JEJtFypgxMbKC14navaTfeVQhVkWwYJJ3b7DoXsvibg2,0.14999987905913592,1300000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
ETH-USD-3650-P,ETH,USD,USDC,0.1,0.01,100,1752740155211,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3650
ETH-USD-2950-P,ETH,USD,USDC,0.1,0.01,100,1749629703419,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,2950
ETH-USD-2650-C,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2650
PNUT-USD-PERP,PNUT,USD,USDC,0.1,0.00001,50,1731724200000,0,PERP,cross,7700000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",2B2uykm3nr2LHDyXeggCq4ACf8YuPbMnFUCUzW5bZirP,0.14999987905913592,170000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
BTC-USD-111000-P,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,111000
BTC-USD-126000-P,BTC,USD,USDC,0.001,0.1,100,1752480958597,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,126000
SOL-USD-165-P,SOL,USD,USDC,1,0.001,100,1748505981696,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,165
HYPE-USD-64-P,HYPE,USD,USDC,1,0.001,100,1752480974353,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,64
BTC-USD-124000-P,BTC,USD,USDC,0.001,0.1,100,1752480958597,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,124000
ETH-USD-3000-P,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3000
PUMP-USD-PERP,PUMP,USD,USDC,1,0.000001,50,1752541200000,0,PERP,cross,180000000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",9DGVna8NFhcVEQoswYx3qwhuKSvDUaCZikjMYs9jxZP6,0.14999987905913592,50000000,0.0005,0.01,0.0001,0.0005,8,['MEME'],,,,
VVV-USD-PERP,VVV,USD,USDC,0.01,0.0001,50,1738132200000,0,PERP,cross,400000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",7P5uzCvAocat9ifFeP8Z534SQuX4Rgep9fn7YWvSDHmT,0.14999987905913592,800000,0.0005,0.02,0.0001,0.0005,8,['AI'],,,,
SOL-USD-240-P,SOL,USD,USDC,1,0.001,100,1753172142134,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,240
SOL-USD-170-P,SOL,USD,USDC,1,0.001,100,1748505981696,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,170
NEIRO-USD-PERP,NEIRO,USD,USDC,0.1,0.00000001,50,1732606200000,0,PERP,cross,6800000000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",9snE7amwjfAPLZsFmmLEATaFEE3kUVfBnLxKZbpyKnk3,0.14999987905913592,160000000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
ETH-USD-3950-C,ETH,USD,USDC,0.1,0.01,100,1753085743339,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,3950
ETH-USD-3500-C,ETH,USD,USDC,0.1,0.01,100,1752740155211,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,3500
BTC-USD-97000-C,BTC,USD,USDC,0.001,0.1,100,1750580111320,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,97000
HYPE-USD-36-P,HYPE,USD,USDC,1,0.001,100,1747982471703,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,36
ETH-USD-3100-P,ETH,USD,USDC,0.1,0.01,100,1752221722965,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3100
ETH-USD-2900-P,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,2900
ETH-USD-3150-P,ETH,USD,USDC,0.1,0.01,100,1752221722965,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3150
ETH-USD-PERP,ETH,USD,USDC,0.0001,0.01,100,1692576000000,0,PERP,cross,2000,0.05,0.001,150,0.02,"{'imf_base': '0.02', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",JBu1AL4obBcCMqKBBxhpWCNUt136ijcuMZLFvTP7iWdB,0.20000046249626113,1000,0.0002,0.01,0.0001,0.0005,8,['LAYER-1'],,,,
HYPE-USD-45-P,HYPE,USD,USDC,1,0.001,100,1747987936534,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,45
XLM-USD-PERP,XLM,USD,USDC,0.1,0.000001,50,1732606200000,0,PERP,cross,2000000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",DMw1AaDmW9g8cCcB4KqCAdWiDNkyFJg7cQ6nhdHpMN6j,0.14999987905913592,610000,0.0005,0.02,0.0001,0.0005,8,['LAYER-1'],,,,
BTC-USD-102000-C,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,102000
ETH-USD-3100-C,ETH,USD,USDC,0.1,0.01,100,1752221722965,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,3100
DRIFT-USD-PERP,DRIFT,USD,USDC,1,0.00001,50,1753163100000,0,PERP,cross,1500000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",7CUTyEXVdDDByR8RPDzZsFtzNYH9KKc9bEtFY4qkdY1U,0.14999987905913592,500000,0.0005,0.02,0.0001,0.0005,8,[],,,,
SOL-USD-145-P,SOL,USD,USDC,1,0.001,100,1748592941769,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,145
EIGEN-USD-PERP,EIGEN,USD,USDC,0.01,0.0001,50,1732606200000,0,PERP,cross,665000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",EMLan4iQPefZXiWuf8PXfA7fJfcBy4Wtgi4xsrQLwtYF,0.14999987905913592,95000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
SOL-USD-215-C,SOL,USD,USDC,1,0.001,100,1753172142134,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,215
HYPE-USD-32-P,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,32
HYPER-USD-PERP,HYPER,USD,USDC,1,0.000001,50,1752495300000,0,PERP,cross,2200000,0.2,0.005,50,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",8tSPV8DqfwCFKR1F3XPwTxgLWqXmCCbuHom1Mr512n9e,0.14999987905913592,700000,0.0005,0.02,0.0001,0.0005,1,['DEFI'],,,,
HYPE-USD-39-P,HYPE,USD,USDC,1,0.001,100,1747987936533,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,39
SOL-USD-190-P,SOL,USD,USDC,1,0.001,100,1748505981697,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,190
ETH-USD-3800-P,ETH,USD,USDC,0.1,0.01,100,1752740155211,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3800
BTC-USD-102000-P,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,102000
ETH-USD-2750-P,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,2750
HYPE-USD-34-C,HYPE,USD,USDC,1,0.001,100,1747982471703,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,34
DOGE-USD-PERP,DOGE,USD,USDC,1,0.000001,50,1711089000000,0,PERP,cross,5000000,0.1,0.002,75,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",FsSM3s38PX9K7Dn6eGzuE29S2Dsk1Sss1baytTQdCaQj,0.20000046249626113,3000000,0.0005,0.02,0.0001,0.0005,8,['MEME'],,,,
PAXG-USD-PERP,PAXG,USD,USDC,0.001,0.001,50,1744867800000,0,PERP,cross,290,0.2,0.002,50,0.05,"{'imf_base': '0.05', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",3e5dDSLKE72EtvpVa3KyySZ6a9jK9FUCWCp7rtMjqCUB,0.14999987905913592,89,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
ETH-USD-2800-C,ETH,USD,USDC,0.1,0.01,100,1748504523456,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,2800
ETH-USD-3300-P,ETH,USD,USDC,0.1,0.01,100,1752653760201,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,3300
BTC-USD-111000-C,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,111000
HYPE-USD-62-P,HYPE,USD,USDC,1,0.001,100,1752394520789,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,62
HYPE-USD-47-C,HYPE,USD,USDC,1,0.001,100,1748247336111,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,47
NIL-USD-PERP,NIL,USD,USDC,0.1,0.000001,50,1743082200000,0,PERP,cross,1600000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",By3VCAuFeQRt8NiVRbi63YFZSBw6FbrK5x8Vhts41Aq6,0.14999987905913592,480000,0.0005,0.02,0.0001,0.0005,8,['AI'],,,,
SOL-USD-205-C,SOL,USD,USDC,1,0.001,100,1753085743055,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,205
BTC-USD-103000-C,BTC,USD,USDC,0.001,0.1,100,1748500890921,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,103000
HYPE-USD-50-C,HYPE,USD,USDC,1,0.001,100,1748247336111,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,50
HYPE-USD-33-P,HYPE,USD,USDC,1,0.001,100,1747982471703,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,33
ETH-USD-4050-C,ETH,USD,USDC,0.1,0.01,100,1753085743339,0,PERP_OPTION,cross,1000,0.05,0.5,150,0,,,0.20000046249626113,1000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,4050
BTC-USD-98000-P,BTC,USD,USDC,0.001,0.1,100,1748679309563,0,PERP_OPTION,cross,30,0.05,0.5,150,0,,,0.20000046249626113,2,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",PUT,98000
HYPE-USD-58-C,HYPE,USD,USDC,1,0.001,100,1750061739279,0,PERP_OPTION,cross,50000,0.05,0.5,150,0,,,0.20000046249626113,100000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.1', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.05', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,58
SOL-USD-130-C,SOL,USD,USDC,1,0.001,100,1749197740736,0,PERP_OPTION,cross,15000,0.05,0.5,150,0,,,0.20000046249626113,10000,0,2,0,0,120,[],0.05,"{'imf': {'long_itm': '0.05', 'short_itm': '0.075', 'short_otm': '0.05', 'short_put_cap': '0.5', 'premium_multiplier': '1'}, 'mmf': {'long_itm': '0.025', 'short_itm': '0.0375', 'short_otm': '0.025', 'short_put_cap': '0.5', 'premium_multiplier': '0.5'}}",CALL,130
ZRO-USD-PERP,ZRO,USD,USDC,0.1,0.00001,50,1718898480000,0,PERP,cross,220000,0.2,0.005,75,0.05,"{'imf_base': '0.2', 'imf_shift': '0', 'imf_factor': '0', 'mmf_factor': '0.5'}",52cRMW5CH9kMnYDqKbxGhroaPrv25xnpGZmEr5JeLSrK,0.14999987905913592,68000,0.0005,0.02,0.0001,0.0005,8,['DEFI'],,,,
